## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=bam/SRR7657875.insert_size.pdf INPUT=bam/SRR7657875.sorted.bam OUTPUT=bam/SRR7657875.insert_size.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Feb 10 09:18:58 GMT 2021

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
266	255	39	142	150674138	266.609018	63.217334	31041300	FR	15	29	45	61	79	101	127	169	517	3155	19051			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
316	103398
317	100785
318	97152
319	95522
320	93816
321	91552
322	89390
323	87062
324	84226
325	83255
326	80298
327	79092
328	76329
329	74120
330	72701
331	71239
332	69554
333	67864
334	65934
335	64510
336	61741
337	61037
338	58670
339	57705
340	56097
341	54393
342	53169
343	50911
344	50448
345	48736
346	47573
347	46153
348	44786
349	44145
350	42596
351	41229
352	40781
353	39172
354	38471
355	37226
356	35984
357	34944
358	34102
359	33329
360	32320
361	31318
362	30503
363	29408
364	28739
365	28049
366	27569
367	26778
368	25860
369	24890
370	24633
371	23918
372	23145
373	22914
374	21924
375	21323
376	21069
377	20402
378	19702
379	19125
380	18784
381	17973
382	17764
383	17080
384	16876
385	16444
386	15708
387	15629
388	15393
389	14874
390	14237
391	14254
392	13914
393	13322
394	13118
395	12720
396	12593
397	12291
398	11987
399	11717
400	10659
401	10188
402	9654
403	9967
404	9847
405	9366
406	9034
407	8971
408	8754
409	8511
410	8347
411	8116
412	8042
413	7889
414	7650
415	7491
416	7407
417	7074
418	7108
419	6891
420	6732
421	6543
422	6420
423	6427
424	6279
425	6075
426	6052
427	6055
428	5984
429	5848
430	5673
431	5623
432	5611
433	5332
434	5287
435	5228
436	5017
437	4965
438	5117
439	4910
440	4692
441	4859
442	4835
443	4687
444	4684
445	4549
446	4432
447	4482
448	4400
449	4329
450	4154
451	4192
452	4208
453	4122
454	3979
455	4096
456	4173
457	4056
458	3900
459	3938
460	3810
461	3796
462	3697
463	3711
464	3716
465	3630
466	3690
467	3527
468	3544
469	3401
470	3531
471	3351
472	3405
473	3406
474	3302
475	3368
476	3353
477	3315
478	3253
479	3233
480	3260
481	3100
482	3054
483	3122
484	3083
485	3072
486	3007
487	3072
488	3047
489	2961
490	2907
491	2948
492	2900
493	2803
494	2955
495	2964
496	2938
497	2828
498	2877
499	2789
500	2746
501	2776
502	2631
503	2752
504	2649
505	2654
506	2615
507	2603
508	2641
509	2675
510	2670
511	2589
512	2555
513	2538
514	2512
515	2560
516	2491
517	2534
518	2443
519	2471
520	2463
521	2393
522	2411
523	2340
524	2532
525	2507
526	2479
527	2344
528	2299
529	2383
530	2352
531	2290
532	2302
533	2297
534	2212
535	2229
536	2326
537	2258
538	2288
539	2132
540	2249
541	2199
542	2158
543	2267
544	2195
545	2191
546	2188
547	2145
548	2174
549	2137
550	2111
551	2144
552	2146
553	2013
554	2053
555	2097
556	2107
557	2172
558	2120
559	2045
560	2121
561	2070
562	2054
563	2169
564	2039
565	2075
566	2069
567	1904
568	2036
569	2012
570	2010
571	2007
572	2140
573	2021
574	1985
575	2005
576	1965
577	1929
578	2070
579	1995
580	1957
581	1886
582	2018
583	1896
584	1979
585	2039
586	1928
587	1938
588	2005
589	2064
590	1787
591	2028
592	1824
593	1886
594	1890
595	1928
596	1834
597	2006
598	1864
599	1848
600	1969
601	1876
602	1951
603	1849
604	1976
605	1988
606	1917
607	1917
608	1885
609	2030
610	1963
611	1960
612	1873
613	1905
614	1839
615	1945
616	1934
617	1915
618	1947
619	1981
620	2023
621	1888
622	1978
623	1878
624	1972
625	1888
626	1875
627	1932
628	1931
629	1863
630	1904
631	1853
632	1830
633	1830
634	1963
635	1953
636	1911
637	1983
638	1829
639	1877
640	1892
641	1869
642	2013
643	1893
644	1939
645	1925
646	1889
647	1954
648	1797
649	1838
650	1814
651	1817
652	1828
653	1794
654	1868
655	1904
656	1855

