## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[bam/SRR7657872.sorted.bam] OUTPUT=bam/SRR7657872.mkdup.bam METRICS_FILE=bam/SRR7657872.mkdup_metrics.txt CREATE_INDEX=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 09 14:58:53 GMT 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	2768278	28352744	3581751	4567438	1914630	5620669	0	0.221206	61709582

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
120.0	0	3	3
121.0	0	4	4
122.0	0	7	7
123.0	0	2	2
124.0	0	1	1
125.0	0	5	5
126.0	0	2	2
127.0	0	4	4
128.0	0	4	4
129.0	0	5	5
130.0	0	3	3
131.0	0	3	3
132.0	0	8	8
133.0	0	4	4
134.0	0	1	1
135.0	0	2	2
136.0	0	3	3
137.0	0	4	4
138.0	0	2	2
140.0	0	3	3
141.0	0	1	1
142.0	0	1	1
143.0	0	4	4
144.0	0	3	3
145.0	0	5	5
146.0	0	4	4
147.0	0	3	3
148.0	0	1	1
149.0	0	1	1
150.0	0	2	2
151.0	0	2	2
153.0	0	1	1
154.0	0	2	2
156.0	0	1	1
157.0	0	3	3
158.0	0	4	4
160.0	0	1	1
161.0	0	3	3
162.0	0	4	4
163.0	0	2	2
165.0	0	1	1
167.0	0	2	2
168.0	0	1	1
169.0	0	2	2
170.0	0	1	1
171.0	0	1	1
173.0	0	4	4
174.0	0	3	3
175.0	0	1	1
177.0	0	1	1
178.0	0	1	1
181.0	0	2	2
182.0	0	1	1
186.0	0	1	1
188.0	0	3	3
189.0	0	1	1
191.0	0	1	1
192.0	0	1	1
193.0	0	1	1
196.0	0	1	1
200.0	0	1	1
201.0	0	1	1
205.0	0	2	2
206.0	0	1	1
208.0	0	1	1
212.0	0	2	2
213.0	0	1	1
216.0	0	1	1
219.0	0	1	1
220.0	0	1	1
223.0	0	1	1
227.0	0	1	1
229.0	0	1	1
230.0	0	1	1
233.0	0	1	1
238.0	0	1	1
240.0	0	1	1
245.0	0	1	1
252.0	0	1	1
254.0	0	2	2
258.0	0	1	1
261.0	0	1	1
268.0	0	1	1
277.0	0	1	1
287.0	0	1	1
288.0	0	1	1
289.0	0	1	1
293.0	0	1	1
305.0	0	1	1
309.0	0	1	1
310.0	0	1	1
312.0	0	1	1
314.0	0	1	1
318.0	0	1	1
325.0	0	1	1
339.0	0	1	1
355.0	0	1	1
358.0	0	1	1
369.0	0	2	2
376.0	0	1	1
378.0	0	2	2
394.0	0	1	1
406.0	0	1	1
424.0	0	1	1
609.0	0	1	1
612.0	0	1	1
659.0	0	1	1

