## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=bam/SRR7657881.insert_size.pdf INPUT=bam/SRR7657881.sorted.bam OUTPUT=bam/SRR7657881.insert_size.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Feb 10 09:18:58 GMT 2021

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
267	254	38	144	172538458	268.159973	61.14282	30030016	FR	15	29	45	59	77	97	123	163	287	2435	16615			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
318	102047
319	101171
320	99059
321	96233
322	93916
323	91049
324	89128
325	87331
326	85050
327	83135
328	80729
329	78697
330	77846
331	74832
332	73566
333	72062
334	69844
335	68367
336	66291
337	65259
338	63825
339	61110
340	60406
341	59055
342	56802
343	55469
344	53798
345	52446
346	50920
347	50149
348	48202
349	47449
350	46450
351	44844
352	43950
353	42215
354	40918
355	40124
356	39531
357	38086
358	37034
359	36010
360	34885
361	34245
362	32974
363	32108
364	31471
365	30522
366	29552
367	29180
368	28016
369	27222
370	26989
371	26073
372	24981
373	24904
374	23761
375	23168
376	22694
377	21885
378	21534
379	20802
380	20395
381	19816
382	19595
383	18764
384	18331
385	17768
386	17218
387	16599
388	16609
389	16012
390	15465
391	15076
392	14810
393	14362
394	14429
395	13583
396	13409
397	12981
398	12712
399	12866
400	11082
401	10606
402	10685
403	10345
404	10100
405	9949
406	9805
407	9170
408	9426
409	8854
410	9019
411	8700
412	8524
413	8130
414	8067
415	7776
416	7642
417	7529
418	7368
419	7097
420	7021
421	6797
422	6678
423	6602
424	6434
425	6162
426	6163
427	5978
428	5938
429	5728
430	5743
431	5528
432	5502
433	5346
434	5427
435	5160
436	5066
437	5037
438	4911
439	4793
440	4752
441	4700
442	4700
443	4568
444	4434
445	4341
446	4390
447	4373
448	4184
449	4149
450	4120
451	3930
452	3951
453	3876
454	3843
455	3839
456	3661
457	3727
458	3579
459	3533
460	3507
461	3585
462	3408
463	3427
464	3435
465	3269
466	3367
467	3236
468	3259
469	3067
470	3096
471	3120
472	3085
473	2979
474	2972
475	2960
476	3023
477	2885
478	2864
479	2894
480	2856
481	2749
482	2722
483	2804
484	2649
485	2711
486	2769
487	2633
488	2684
489	2597
490	2450
491	2514
492	2471
493	2454
494	2535
495	2504
496	2520
497	2379
498	2383
499	2384
500	2351
501	2252
502	2338
503	2328
504	2355
505	2237
506	2193
507	2213
508	2279
509	2210
510	2156
511	2152
512	2172
513	2127
514	2104
515	2169
516	2111
517	2092
518	2146
519	2097
520	2055
521	1999
522	2044
523	2067
524	2044
525	1990
526	2011
527	1996
528	2022
529	1928
530	1985
531	1978
532	1887
533	1944
534	1900
535	1952
536	1917
537	1813
538	1821
539	1862
540	1804
541	1851
542	1854
543	1789
544	1843
545	1796
546	1730
547	1869
548	1851
549	1795
550	1821
551	1759
552	1860
553	1805
554	1805
555	1855
556	1719
557	1689
558	1737
559	1692
560	1775
561	1749
562	1657
563	1730
564	1684
565	1735
566	1687
567	1726
568	1801
569	1682
570	1656
571	1725
572	1689
573	1561
574	1668
575	1636
576	1612
577	1686
578	1741
579	1588
580	1721
581	1507
582	1594
583	1607
584	1579
585	1691
586	1669
587	1624
588	1530
589	1570
590	1606
591	1551
592	1665
593	1565
594	1550
595	1617
596	1644
597	1598
598	1561
599	1593
600	1512
601	1543
602	1628
603	1566
604	1701
605	1595
606	1664
607	1513
608	1564
609	1743
610	1539
611	1623
612	1723
613	1608
614	1573
615	1722
616	1563
617	1562
618	1587
619	1596
620	1573
621	1529
622	1705
623	1565
624	1695
625	1474
626	1613
627	1576
628	1429
629	1552
630	1504
631	1620
632	1578
633	1570
634	1662
635	1650
636	1524
637	1658
638	1592
639	1563
640	1550
641	1494
642	1545
643	1585
644	1537
645	1568
646	1598
647	1543

